name,gene,b_terrestris_B_100,b_terrestris_B_246,b_terrestris_B_36,b_terrestris_B_39,b_terrestris_B_415,b_terrestris_B_9,b_terrestris_G_87
LOC100644254,LOC100644254,227,327,144,190,233,345,251
LOC110119415,LOC110119415,0,3,4,4,0,4,7
LOC110119459,LOC110119459,0,0,0,0,0,0,0
LOC125385427,LOC125385427,0,0,0,0,0,0,0
LOC100644559,LOC100644559,16,36,4,4,26,272,3
LOC100644680,LOC100644680,213,210,271,281,166,316,94
LOC100644804,LOC100644804,130,110,73,92,138,111,226
LOC100644926,LOC100644926,4,6,4,2,10,119,56
LOC100651446,LOC100651446,486,663,55,4,592,170,621
LOC100645125,LOC100645125,49,55,164,177,28,234,0
LOC100648165,LOC100648165,81,109,152,91,139,303,16
LOC100646660,LOC100646660,103,157,67,71,129,92,99
LOC100645447,LOC100645447,100,119,84,89,109,174,85
LOC100647264,LOC100647264,223,312,180,116,291,282,216
LOC125385385,LOC125385385,0,0,0,0,0,0,0
LOC100648711,LOC100648711,0,10,4,363,2,12,57
LOC105665910,LOC105665910,0,0,0,0,0,0,0
LOC100649771,LOC100649771,0,0,0,0,0,0,16
LOC100651081,LOC100651081,95,107,95,79,90,360,54
LOC125385487,LOC125385487,2,0,0,2,4,3,2
LOC100643364,LOC100643364,49,76,21,8,46,25,220
LOC125385486,LOC125385486,0,0,0,0,0,0,0
LOC110119443,LOC110119443,0,0,0,0,0,0,0
LOC125385485,LOC125385485,0,0,0,0,2,2,2
LOC100648943,LOC100648943,113,144,162,120,153,84,154
LOC100651328,LOC100651328,60,46,69,73,46,50,49
LOC100646828,LOC100646828,0,4,0,0,0,0,2
LOC100644760,LOC100644760,78,141,52,77,138,82,96
LOC100646225,LOC100646225,30,26,28,8,22,18,16
LOC100652280,LOC100652280,113,95,42,50,81,186,69
LOC100647578,LOC100647578,95,818,11,43,736,149,2
LOC100642209,LOC100642209,6,7,0,2,11,8,0
LOC100647065,LOC100647065,0,4,0,0,0,624,2
LOC100647185,LOC100647185,0,1,0,0,0,608,23
LOC100645595,LOC100645595,23,63,0,0,53,131,1886
LOC100647338,LOC100647338,55,53,100,114,40,149,204
LOC100648750,LOC100648750,4,0,0,14,2,14,12
LOC100642757,LOC100642757,66,143,213,82,141,244,168
LOC100643652,LOC100643652,118,110,111,74,133,93,185
LOC100651007,LOC100651007,93,63,35,45,50,93,72
LOC100652076,LOC100652076,83,109,60,56,71,232,77
LOC100647298,LOC100647298,104,85,74,113,99,83,95
LOC125385484,LOC125385484,0,0,0,0,0,0,0
LOC100648477,LOC100648477,71,78,52,67,76,104,167
LOC100647028,LOC100647028,173,253,172,161,218,155,243
LOC100644927,LOC100644927,328,501,163,102,452,408,151
LOC100649733,LOC100649733,29,30,18,12,18,20,23
LOC100646026,LOC100646026,1067,1049,149,0,1202,350,119
LOC110119452,LOC110119452,10,2,0,0,4,16,0
LOC100651837,LOC100651837,77,53,5,0,82,17,2
LOC100644136,LOC100644136,43,27,2,0,39,2,2
LOC125385490,LOC125385490,0,0,0,0,0,0,0
LOC110119417,LOC110119417,22,12,0,0,17,0,0
LOC125385489,LOC125385489,0,0,0,0,0,0,0
LOC100646742,LOC100646742,51,55,55,49,66,58,40
LOC100647537,LOC100647537,16,30,27,22,5,48,12
LOC100649626,LOC100649626,48,43,18,12,49,86,46
LOC100648364,LOC100648364,131,59,71,73,134,110,33
LOC110119416,LOC110119416,2,2,0,0,0,2,2
LOC100642607,LOC100642607,120,154,201,114,217,253,288
LOC100643808,LOC100643808,36,31,24,12,35,30,34
LOC100644850,LOC100644850,93,80,26,16,53,78,24
LOC100646110,LOC100646110,80,97,14,10,69,71,20
LOC125385494,LOC125385494,0,0,0,0,0,0,0
LOC110119394,LOC110119394,3,1,0,0,2,3,2
LOC125385495,LOC125385495,0,0,0,0,0,0,0
LOC100647421,LOC100647421,1,3,26,5,0,6,8
LOC105665911,LOC105665911,0,0,2,0,0,0,0
LOC100645796,LOC100645796,55,48,17,22,38,37,23
LOC110119439,LOC110119439,4,0,0,0,2,0,0
LOC105665913,LOC105665913,8,14,6,2,14,9,12
LOC100646948,LOC100646948,218,327,127,119,328,221,294
LOC110119440,LOC110119440,10,11,0,0,9,8,56
LOC100649258,LOC100649258,2,0,0,0,0,45,277
LOC110119441,LOC110119441,0,0,0,0,0,0,0
LOC100650078,LOC100650078,2,20,58,29,13,316,24
LOC110119402,LOC110119402,0,0,0,0,0,1,1
LOC110119403,LOC110119403,0,0,0,0,0,0,0
LOC100650927,LOC100650927,4,0,209,132,2,768,0
LOC100647620,LOC100647620,8,46,12,2,36,24,27
LOC100642809,LOC100642809,70,72,78,33,47,133,145
LOC100644018,LOC100644018,162,161,62,41,112,10,4
LOC100645912,LOC100645912,20,20,9,9,19,18,7
LOC100644724,LOC100644724,31,44,22,7,28,121,44
LOC100646025,LOC100646025,40,41,35,2,31,9,18
LOC100646146,LOC100646146,28,27,12,24,20,31,27
LOC100646710,LOC100646710,67,90,24,16,134,95,52
LOC105665914,LOC105665914,22,39,25,14,33,17,30
LOC100646829,LOC100646829,50,51,75,30,48,50,180
LOC100646381,LOC100646381,26,41,14,18,44,37,22
LOC100646259,LOC100646259,94,95,86,106,120,156,68
LOC100647066,LOC100647066,256,379,215,231,251,721,309
LOC100646949,LOC100646949,39,33,20,20,32,56,36
LOC110119400,LOC110119400,1,10,4,0,6,10,4
LOC100647382,LOC100647382,264,246,89,121,167,96,184
LOC125385501,LOC125385501,1,0,0,0,0,0,0
LOC125385503,LOC125385503,0,0,0,0,0,5,0
LOC125385499,LOC125385499,0,0,0,0,1,2,0
LOC100647502,LOC100647502,18,14,2,2,24,99,10
LOC125385502,LOC125385502,0,7,0,0,0,0,2
LOC100647621,LOC100647621,164,114,5,3,118,8,7
LOC125385498,LOC125385498,0,1,0,0,0,0,2
LOC125385497,LOC125385497,0,0,1,0,0,0,0
LOC100648250,LOC100648250,374,490,148,60,460,140,273
LOC100648021,LOC100648021,76,66,35,44,64,111,108
LOC100648135,LOC100648135,58,77,37,33,78,70,38
LOC100647900,LOC100647900,329,364,201,189,292,388,509
LOC100643511,LOC100643511,42,66,74,66,38,63,46
LOC100648476,LOC100648476,17,16,13,16,25,60,87
LOC100648362,LOC100648362,361,353,192,218,283,468,199
LOC100648597,LOC100648597,78,86,44,58,32,73,44
LOC100649061,LOC100649061,27,54,77,44,48,56,41
LOC100649535,LOC100649535,53,60,30,36,54,46,60
LOC100648825,LOC100648825,85,146,39,107,154,83,84
LOC100647850,LOC100647850,46,58,14,27,45,48,42
LOC100649295,LOC100649295,119,103,85,29,128,142,161
LOC125385496,LOC125385496,0,1,1,1,6,2,5
LOC100649656,LOC100649656,28,36,36,16,46,30,46
LOC100647971,LOC100647971,49,57,3,7,30,31,46
LOC100649176,LOC100649176,26,43,14,16,44,28,12
LOC100648942,LOC100648942,250,283,114,150,237,194,369
LOC100649413,LOC100649413,3,10,11,7,14,3,18
LOC105665918,LOC105665918,8,8,14,5,22,6,14
LOC100650117,LOC100650117,26,18,6,7,20,36,13
LOC100649997,LOC100649997,240,323,1098,701,344,589,249
LOC110119438,LOC110119438,2,4,2,2,6,4,2
LOC100649882,LOC100649882,130,176,10,26,192,92,185
LOC100650324,LOC100650324,14,14,70,80,28,83,20
LOC100650563,LOC100650563,40,80,32,49,66,107,25
LOC100650442,LOC100650442,209,247,203,158,247,332,205
LOC100650767,LOC100650767,43,38,61,25,46,74,51
LOC105665920,LOC105665920,0,0,4,4,0,2,2
LOC100650884,LOC100650884,67,137,68,38,117,333,320
LOC125385500,LOC125385500,2,4,0,0,0,1,0
LOC100651202,LOC100651202,44,66,94,60,86,58,48
LOC100651327,LOC100651327,127,113,43,29,93,120,65
LOC100651682,LOC100651682,112,98,27,22,120,50,241
LOC100651566,LOC100651566,50,70,4,6,42,41,18
LOC100651445,LOC100651445,156,250,30,44,168,112,166
LOC105665921,LOC105665921,0,0,0,0,0,0,0
LOC125385504,LOC125385504,1,1,0,0,0,0,1
LOC105665966,LOC105665966,0,2,0,0,0,0,0
LOC100651803,LOC100651803,6,15,6,13,4,14,7
LOC125385510,LOC125385510,1,0,0,0,0,0,0
LOC125385508,LOC125385508,0,0,0,0,0,0,0
LOC125385509,LOC125385509,0,0,2,0,0,0,0
LOC110119392,LOC110119392,0,0,0,0,0,0,0
LOC100652040,LOC100652040,28,14,9,12,24,105,6
LOC100642249,LOC100642249,36,40,29,24,31,95,24
LOC100652161,LOC100652161,1513,1602,837,385,2429,3060,1630
LOC100651922,LOC100651922,178,270,93,81,277,107,137
LOC100642368,LOC100642368,0,4,14,16,6,2,33
TRNAA-AGC_3,TRNAA-AGC_3,0,0,0,0,0,0,0
TRNAA-UGC_2,TRNAA-UGC_2,0,0,0,0,0,0,0
TRNAA-AGC_4,TRNAA-AGC_4,0,0,0,0,0,0,0
TRNAA-UGC_3,TRNAA-UGC_3,0,0,0,0,0,0,0
TRNAA-AGC_5,TRNAA-AGC_5,0,0,0,0,0,0,0
TRNAA-AGC_6,TRNAA-AGC_6,0,0,0,0,0,0,0
TRNAA-UGC_4,TRNAA-UGC_4,0,0,0,0,0,0,0
TRNAA-AGC_7,TRNAA-AGC_7,0,0,0,0,0,0,0
TRNAA-UGC_5,TRNAA-UGC_5,0,0,0,0,0,0,0
LOC110119428,LOC110119428,2,3,0,2,3,3,12
LOC100643485,LOC100643485,19,30,6,0,29,18,6
LOC100648207,LOC100648207,11,5,15,11,2,1550,10
LOC100643119,LOC100643119,28,21,52,34,28,33,18
LOC100642998,LOC100642998,58,46,46,23,45,91,30
LOC100643242,LOC100643242,56,56,65,43,40,79,49
LOC100642693,LOC100642693,287,427,193,223,262,350,316
LOC100642881,LOC100642881,50,59,52,38,42,66,75
LOC100643611,LOC100643611,70,85,79,49,95,79,118
LOC100643807,LOC100643807,70,77,26,70,35,57,85
LOC100643934,LOC100643934,37,40,18,44,50,23,39
LOC105665924,LOC105665924,20,14,12,15,20,29,12
LOC100644133,LOC100644133,34,46,54,32,23,49,20
LOC100644256,LOC100644256,63,58,25,28,41,54,40
LOC125385387,LOC125385387,0,0,0,0,0,0,0
LOC100644441,LOC100644441,10,6,4,2,0,16,8
LOC125385386,LOC125385386,12,10,17,15,19,17,20
LOC100648322,LOC100648322,100,134,126,81,148,105,156
LOC125385388,LOC125385388,1,5,2,0,3,2,3
LOC100644560,LOC100644560,66,57,53,37,54,59,51
LOC100648439,LOC100648439,18,22,10,2,11,2,2
LOC100644966,LOC100644966,86,8,0,2,26,12,0
LOC100645083,LOC100645083,74,62,2,2,77,0,0
LOC110119446,LOC110119446,0,0,0,0,0,0,0
LOC100645287,LOC100645287,14,24,14,1,18,6,4
LOC125385400,LOC125385400,0,0,0,0,0,0,0
LOC125385365,LOC125385365,0,0,0,0,0,0,0
LOC100645409,LOC100645409,66,53,0,0,22,23,6
LOC125385515,LOC125385515,0,0,0,0,0,0,0
LOC100645523,LOC100645523,36,28,0,2,29,9,0
LOC100646108,LOC100646108,48,43,28,14,41,65,42
LOC100645632,LOC100645632,22,37,31,9,21,23,30
LOC100645990,LOC100645990,114,160,105,107,138,123,127
LOC100646415,LOC100646415,43,80,49,62,67,87,90
LOC100645875,LOC100645875,121,138,35,65,76,109,87
LOC100646659,LOC100646659,56,37,67,10,44,58,46
LOC125385378,LOC125385378,0,0,0,0,0,1,0
LOC100648675,LOC100648675,108,106,51,70,117,76,160
LOC100646783,LOC100646783,140,145,93,76,105,141,104
LOC100646908,LOC100646908,105,105,87,65,110,77,135
LOC100647098,LOC100647098,474,657,375,296,701,420,315
LOC100647218,LOC100647218,12,11,12,30,10,39,1
LOC100647337,LOC100647337,31,26,12,8,32,20,14
LOC100647460,LOC100647460,9,0,2,0,2,0,0
LOC100647809,LOC100647809,74,82,2,0,61,6,0
LOC110119450,LOC110119450,0,0,0,0,1,0,0
LOC100647695,LOC100647695,172,519,249,261,557,203,231
LOC125385379,LOC125385379,1,0,0,0,0,0,0
LOC100648053,LOC100648053,33,23,30,5,32,38,22
LOC100647931,LOC100647931,121,154,44,18,125,74,144
LOC110119449,LOC110119449,3,8,0,0,4,0,6
LOC100648279,LOC100648279,23,27,12,16,19,28,19
LOC100648164,LOC100648164,50,25,108,62,48,165,41
LOC100648513,LOC100648513,99,81,52,66,96,96,101
LOC100648826,LOC100648826,38,47,353,211,52,238,66
LOC100648712,LOC100648712,4,4,6,7,6,5,0
LOC100649062,LOC100649062,266,234,103,88,209,82,255
LOC105665927,LOC105665927,46,38,63,24,59,121,47
LOC100649379,LOC100649379,48,62,103,88,46,45,65
LOC125385493,LOC125385493,7,5,10,5,2,9,1
LOC100649501,LOC100649501,59,36,37,40,62,36,44
LOC105665926,LOC105665926,6,5,4,2,5,8,0
LOC100648784,LOC100648784,37,32,35,28,25,33,24
TRNAQ-UUG_7,TRNAQ-UUG_7,0,0,0,0,0,0,0
LOC100649624,LOC100649624,125,120,36,25,94,115,51
LOC100649732,LOC100649732,84,68,148,105,85,46,37
LOC100649929,LOC100649929,268,297,240,248,244,539,294
LOC100650039,LOC100650039,23,32,21,22,16,36,42
LOC100650404,LOC100650404,9,6,27,23,30,37,8
LOC100650283,LOC100650283,43,37,28,21,23,38,44
LOC100650526,LOC100650526,23,17,41,37,17,54,20
LOC100650157,LOC100650157,98,97,122,88,63,105,99
LOC100650644,LOC100650644,77,67,83,33,58,125,74
LOC100650768,LOC100650768,50,36,0,6,21,10,35
LOC100651006,LOC100651006,196,203,124,199,161,90,223
LOC100650866,LOC100650866,47,62,157,40,35,222,100
LOC100650748,LOC100650748,181,121,89,102,169,166,132
LOC100650885,LOC100650885,18,13,10,14,18,26,16
LOC125385399,LOC125385399,0,0,0,0,0,0,0
LOC105665928,LOC105665928,0,0,0,0,0,2,0
LOC100651203,LOC100651203,88,137,44,157,77,51,129
LOC125385398,LOC125385398,4,0,0,2,0,0,0
LOC100648898,LOC100648898,4,2,0,2,8,1,2
LOC100649020,LOC100649020,0,0,0,0,0,1,0
LOC100651567,LOC100651567,20,33,18,6,20,2,0
LOC100651683,LOC100651683,84,90,412,485,188,21,8
LOC125385397,LOC125385397,25406,24941,0,0,29038,0,0
LOC100651923,LOC100651923,442,542,39,4,764,14,0
LOC100649137,LOC100649137,0,0,2,2,0,0,0
LOC100652162,LOC100652162,133,193,305,139,177,91,12
LOC100652041,LOC100652041,14,26,33,4,26,22,15
LOC100642454,LOC100642454,146,320,287,290,339,249,132
LOC100642332,LOC100642332,339,500,298,368,528,465,333
LOC110119424,LOC110119424,16,6,32,22,4,36,10
LOC100642637,LOC100642637,110,157,235,244,147,477,773
LOC100643286,LOC100643286,129,149,586,374,94,179,166
LOC100643892,LOC100643892,2,2,9,10,0,3,2
LOC100643407,LOC100643407,73,95,44,2,102,372,38
LOC125385382,LOC125385382,2,0,0,0,3,2,0
LOC100643529,LOC100643529,41,42,40,35,41,27,42
LOC125384608,LOC125384608,5,2,8,4,4,4,12
LOC100642929,LOC100642929,225,221,98,138,180,215,470
LOC100643044,LOC100643044,66,44,25,38,40,56,18
LOC100643163,LOC100643163,9,3,2,2,2,6,4
LOC100643766,LOC100643766,41,36,115,39,52,92,30
TRNAQ-CUG_4,TRNAQ-CUG_4,0,0,0,0,0,0,0
LOC100643651,LOC100643651,68,98,130,74,92,161,68
LOC110119414,LOC110119414,5,2,19,14,5,12,45
LOC100644019,LOC100644019,15,47,126,76,40,60,159
LOC105665929,LOC105665929,4,0,0,0,0,2,2
LOC100644257,LOC100644257,130,85,8,4,92,0,2
LOC125385383,LOC125385383,2,0,32,23,1,10,16
LOC100649378,LOC100649378,8,4,30,28,5,8,12
LOC100644134,LOC100644134,193,141,500,245,169,174,180
LOC110119405,LOC110119405,6,3,7,2,1,0,6
LOC100649500,LOC100649500,25,24,12,14,16,6,25
LOC100644442,LOC100644442,124,133,154,97,180,176,239
LOC100649623,LOC100649623,79,134,42,35,88,106,160
LOC100644640,LOC100644640,57,79,54,17,73,19,36
LOC100644761,LOC100644761,214,652,117,226,485,334,406
LOC110119430,LOC110119430,2,0,0,0,0,0,2
LOC105665931,LOC105665931,0,0,0,0,2,6,0
LOC100644888,LOC100644888,54,62,67,23,58,79,33
LOC100645005,LOC100645005,0,2,2,0,0,0,0
LOC100645247,LOC100645247,158,260,210,157,248,277,151
LOC110119448,LOC110119448,6,0,1,0,2,0,2
LOC100645491,LOC100645491,53,57,166,87,71,210,97
LOC100645375,LOC100645375,60,71,74,44,78,97,75
LOC100649843,LOC100649843,17,8,30,18,22,82,34
LOC100645834,LOC100645834,96,105,83,57,63,139,141
LOC100646109,LOC100646109,108,76,139,87,107,192,154
LOC100646298,LOC100646298,72,58,15,8,32,8,20
LOC100645715,LOC100645715,1184,1219,2156,1066,1330,3676,1714
LOC100646416,LOC100646416,115,122,137,73,129,81,163
LOC100646741,LOC100646741,165,139,264,185,156,340,192
LOC100647099,LOC100647099,89,94,64,39,103,124,96
LOC100646538,LOC100646538,100,120,147,68,127,93,84
LOC100647461,LOC100647461,89,93,35,26,83,95,117
LOC100647579,LOC100647579,4,2,0,2,0,0,97
LOC105665932,LOC105665932,5,2,0,0,0,0,8
LOC100647696,LOC100647696,98,113,0,0,71,0,52
LOC100647810,LOC100647810,3,12,15,17,15,16,250
LOC100648022,LOC100648022,104,112,191,194,143,131,173
LOC125385505,LOC125385505,2,0,0,0,2,0,2
LOC125385506,LOC125385506,0,0,0,0,0,0,0
LOC100649960,LOC100649960,8,14,28,24,19,75,13
LOC125385362,LOC125385362,0,0,0,0,0,4,2
LOC100648208,LOC100648208,18,38,20,2,20,109,240
LOC105665968,LOC105665968,1,0,0,0,0,0,0
LOC100648397,LOC100648397,101,94,36,53,124,80,93
LOC100648514,LOC100648514,28,40,35,30,58,51,48
LOC100648635,LOC100648635,129,216,93,67,123,208,195
LOC105665934,LOC105665934,46,83,14,0,92,32,12
LOC125385458,LOC125385458,0,0,0,0,0,0,0
LOC100648864,LOC100648864,47,40,33,16,32,33,41
LOC100648979,LOC100648979,13,19,17,25,23,33,12
LOC100649093,LOC100649093,19,24,9,93,36,42,52
LOC100649213,LOC100649213,21,11,2,8,16,11,6
LOC100649333,LOC100649333,32,25,22,23,25,71,58
LOC100650202,LOC100650202,10,2,2,0,10,17,6
LOC110119434,LOC110119434,0,0,0,0,0,0,0
LOC100650323,LOC100650323,0,0,0,0,0,0,0
LOC100649453,LOC100649453,0,0,0,9,0,2,0
LOC100649579,LOC100649579,119,115,2239,4559,44,622,310
LOC100649772,LOC100649772,0,0,0,0,0,0,0
LOC100649883,LOC100649883,85,125,22,56,74,126,33
LOC125385359,LOC125385359,0,4,0,0,0,0,0
LOC125385470,LOC125385470,0,0,0,0,0,0,0
LOC100650079,LOC100650079,141,142,34,12,203,141,90
LOC100650203,LOC100650203,2,13,0,2,10,0,0
LOC100650325,LOC100650325,64,110,14,61,113,137,425
LOC100651249,LOC100651249,3,0,0,0,0,741,1097
LOC125385477,LOC125385477,0,0,0,0,0,544,1
LOC100651486,LOC100651486,0,0,0,0,0,0,0
LOC105665627,LOC105665627,0,0,0,0,0,2627,1845
LOC100650769,LOC100650769,20,54,5,0,126,123,51
LOC125385478,LOC125385478,1,2,0,0,0,0,0
LOC105665970,LOC105665970,0,10,0,0,13,0,11
LOC100650886,LOC100650886,177,161,29,23,220,19,82
LOC125385481,LOC125385481,0,0,0,0,0,0,0
LOC100650645,LOC100650645,29,23,23,13,17,15,16
LOC105665936,LOC105665936,5,0,0,2,0,72,3565
LOC100651955,LOC100651955,133,147,22,16,133,65,125
LOC125385482,LOC125385482,0,0,0,0,0,0,0
LOC125385518,LOC125385518,0,0,0,0,0,0,0
LOC125385483,LOC125385483,0,0,0,0,0,0,0
LOC105665937,LOC105665937,0,10,0,0,5,2,0
LOC100652314,LOC100652314,47,38,13,24,35,25,22
LOC100652194,LOC100652194,87,83,74,59,146,74,86
LOC125385480,LOC125385480,5,1,10,2,5,2,0
LOC100642285,LOC100642285,70,72,89,74,78,111,40
LOC100642403,LOC100642403,114,135,146,139,103,122,162
LOC100642519,LOC100642519,68,75,57,28,58,53,46
LOC100642638,LOC100642638,2,4,0,4,6,22,0
LOC100651040,LOC100651040,2,0,1,0,8,0,0
LOC100642882,LOC100642882,12,16,2,6,9,0,2
LOC100642963,LOC100642963,0,0,0,0,4,0,0
LOC105665939,LOC105665939,0,0,0,0,0,38,0
LOC105665971,LOC105665971,0,0,0,0,0,1,0
LOC105665972,LOC105665972,0,0,0,0,0,195,0
LOC100643081,LOC100643081,0,0,0,0,0,5,0
LOC110119401,LOC110119401,0,0,0,0,0,362,2
LOC100643201,LOC100643201,40,46,77,97,32,76,30
LOC110119383,LOC110119383,3,1,0,2,2,2,8
LOC100651284,LOC100651284,30,25,44,20,38,60,27
LOC100643327,LOC100643327,33,54,2,32,96,37,518
LOC100651405,LOC100651405,0,0,0,0,0,0,2
LOC100643530,LOC100643530,130,133,0,2,91,0,2
LOC100643767,LOC100643767,26,25,4,2,26,4,0
LOC100643893,LOC100643893,356,546,323,212,494,712,398
LOC100644020,LOC100644020,30,20,4,8,19,30,11
LOC100644561,LOC100644561,24,98,95,38,82,211,102
LOC100644329,LOC100644329,129,141,81,72,144,194,128
LOC125385396,LOC125385396,0,0,0,1,2,0,2
LOC100644135,LOC100644135,217,250,132,174,202,369,261
LOC100644805,LOC100644805,27,34,21,12,17,23,17
LOC100644681,LOC100644681,278,256,570,239,259,595,352
LOC100644443,LOC100644443,70,72,160,111,58,148,90
LOC100651525,LOC100651525,12,15,18,16,25,15,15
LOC100645126,LOC100645126,48,40,74,44,36,30,36
LOC100645376,LOC100645376,323,342,2,0,356,25,0
LOC100645248,LOC100645248,82,77,54,50,47,90,47
LOC105665629,LOC105665629,118,107,250,99,90,156,111
LOC100645492,LOC100645492,100,160,105,140,145,192,170
LOC125385439,LOC125385439,0,0,0,0,0,0,1
LOC100645596,LOC100645596,58,78,14,21,52,39,44
TRNAF-GAA_3,TRNAF-GAA_3,0,0,0,0,0,0,0
TRNAF-GAA_4,TRNAF-GAA_4,0,0,0,0,0,0,0
LOC100645716,LOC100645716,105,286,16,60,127,60,120
LOC100646147,LOC100646147,51,52,38,40,32,53,86
LOC100645835,LOC100645835,12,12,17,13,13,33,11
LOC100646260,LOC100646260,272,302,337,186,337,433,301
LOC100646417,LOC100646417,39,72,34,36,94,30,56
TRNAQ-CUG_5,TRNAQ-CUG_5,0,0,0,0,0,0,0
LOC100651998,LOC100651998,93,84,54,48,81,127,86
LOC100652120,LOC100652120,0,4,0,0,14,0,4
LOC125385363,LOC125385363,0,0,0,0,0,0,0
LOC100652237,LOC100652237,0,0,0,0,0,0,0
LOC100646539,LOC100646539,141,159,58,209,90,179,69
TRNAS-CGA,TRNAS-CGA,0,0,0,0,0,0,0
LOC100646784,LOC100646784,26,29,6,6,17,42,16
LOC100642208,LOC100642208,0,0,0,0,1,0,0
LOC100646909,LOC100646909,0,0,2,0,2,6,0
LOC100647265,LOC100647265,48,16,10,21,11,409,22
LOC100647148,LOC100647148,1,0,0,2,4,7,5058
LOC100647462,LOC100647462,161,191,68,24,224,603,59
LOC125385420,LOC125385420,0,0,0,0,4,0,228
LOC100647775,LOC100647775,11,24,32,8,45,44,65
LOC100647901,LOC100647901,24,14,29,5,25,49,56
LOC100648023,LOC100648023,5,21,14,8,10,19,21
LOC100648136,LOC100648136,58,57,8,6,38,29,39
LOC100648251,LOC100648251,22,22,34,13,20,48,31
LOC100648363,LOC100648363,33,44,78,73,52,94,28
LOC105666920,LOC105666920,2,0,54,22,6,26,3
LOC100650135,LOC100650135,18,23,4,3,9,26,2
LOC100648676,LOC100648676,80,90,0,0,74,9,39
LOC100648785,LOC100648785,61,34,27,37,44,147,60
LOC105665944,LOC105665944,7,0,4,3,8,8,4
LOC100648899,LOC100648899,56,41,37,24,39,36,65
LOC100649502,LOC100649502,78,103,136,74,67,79,217
LOC100649259,LOC100649259,11,21,34,10,26,38,12
LOC100649380,LOC100649380,20,14,6,6,4,29,15
LOC100649138,LOC100649138,33,18,12,6,40,31,34
LOC105665945,LOC105665945,0,0,0,0,6,2,2
LOC100649021,LOC100649021,163,225,123,170,158,241,149
LOC100649625,LOC100649625,194,207,234,82,218,273,205
LOC100649844,LOC100649844,51,66,17,0,69,2,2
LOC100649961,LOC100649961,93,220,321,384,314,82,7
LOC100642453,LOC100642453,3,24,25,20,11,184,13
LOC100650242,LOC100650242,85,179,10,0,37,425,28
LOC100650363,LOC100650363,13,17,28,26,25,21,18
LOC100650484,LOC100650484,2762,4446,678,385,4609,2574,1458
TRNAL-AAG_1,TRNAL-AAG_1,1,0,0,0,0,0,0
LOC100650687,LOC100650687,42,43,48,26,42,86,47
LOC100642692,LOC100642692,156,117,92,63,111,341,96
TRNAK-CUU_2,TRNAK-CUU_2,0,0,0,0,0,0,0
LOC100650813,LOC100650813,35,53,48,6,48,66,88
LOC100651008,LOC100651008,72,63,45,37,77,58,35
LOC100651130,LOC100651130,200,185,93,106,257,189,214
LOC100651250,LOC100651250,81,88,35,92,89,61,731
LOC125385467,LOC125385467,0,0,0,0,0,0,0
LOC100651370,LOC100651370,26,26,18,28,63,37,45
LOC100651487,LOC100651487,0,0,0,0,0,0,8
LOC125385366,LOC125385366,14,8,2,3,6,2,4
LOC100642250,LOC100642250,94,325,148,279,245,151,1009
LOC100651719,LOC100651719,216,266,269,197,275,582,541
LOC100652163,LOC100652163,99,98,95,132,87,107,265
LOC100651602,LOC100651602,131,127,50,30,125,90,79
LOC100652042,LOC100652042,37,41,16,2,30,8,26
LOC110119455,LOC110119455,0,0,0,0,0,0,0
LOC125385460,LOC125385460,0,0,0,0,2,1,2
LOC125385459,LOC125385459,0,0,1,0,0,0,0
LOC100652282,LOC100652282,5,3,2,3,2,6,9
LOC100642490,LOC100642490,83,63,2,2,58,10,2
LOC100642606,LOC100642606,28,25,24,18,38,62,27
LOC100642727,LOC100642727,16,4,24,8,14,26,22
LOC100642928,LOC100642928,18,23,11,4,18,52,17
LOC100642845,LOC100642845,87,123,81,77,99,127,143
LOC100643082,LOC100643082,0,1,2,6,0,1,1
LOC125385513,LOC125385513,7,24,0,4,7,0,12
LOC125385514,LOC125385514,0,4,0,0,4,0,3
LOC110120102,LOC110120102,6,0,0,0,0,0,0
LOC125385390,LOC125385390,4,0,0,0,2,0,2
LOC125385384,LOC125385384,0,0,0,0,0,2,0
LOC125385517,LOC125385517,0,0,0,0,0,0,0
LOC105665946,LOC105665946,0,1,4,3,1,5,1
LOC125385421,LOC125385421,0,0,0,0,0,0,0
LOC125385422,LOC125385422,0,0,0,0,0,0,0
LOC125385423,LOC125385423,0,0,0,0,0,0,0
LOC100643531,LOC100643531,40,50,25,17,47,65,51
LOC100643408,LOC100643408,47,92,90,51,55,83,57
LOC100643653,LOC100643653,112,119,68,78,81,185,84
LOC100643768,LOC100643768,44,57,20,25,56,50,40
LOC100643894,LOC100643894,59,54,106,67,40,92,88
LOC100644021,LOC100644021,0,0,0,0,4,0,1
LOC100644258,LOC100644258,51,63,26,39,31,45,51
LOC100644444,LOC100644444,406,495,815,835,482,231,6
LOC100644806,LOC100644806,25,30,21,23,11,30,17
LOC100644682,LOC100644682,60,50,48,31,36,52,58
LOC100645165,LOC100645165,26,13,34,12,16,48,10
LOC100643162,LOC100643162,200,306,12,27,323,82,267
LOC125385376,LOC125385376,6,0,1,0,0,2,0
LOC100644928,LOC100644928,374,379,298,269,445,496,465
LOC100645288,LOC100645288,26,10,14,12,14,28,24
LOC100645049,LOC100645049,53,58,60,45,46,112,54
LOC100644562,LOC100644562,409,386,371,544,274,1113,329
LOC100645524,LOC100645524,5840,6695,1197,1563,6071,2141,4548
LOC105665948,LOC105665948,1,0,0,4,0,2,4
