name,gene,b_terrestris_B_100,b_terrestris_B_246,b_terrestris_B_36,b_terrestris_B_39,b_terrestris_B_415,b_terrestris_B_9,b_terrestris_G_87
LOC100643597,LOC100643597,44,28,13,34,33,135,35
LOC100643228,LOC100643228,28,30,22,21,11,10,0
LOC100643471,LOC100643471,181,188,127,119,167,217,112
LOC100643350,LOC100643350,19,41,27,23,59,13,54
LOC100642984,LOC100642984,35,44,40,40,39,26,35
LOC100652146,LOC100652146,10,6,4,6,8,8,0
LOC100642789,LOC100642789,39,16,22,14,24,38,18
LOC100651906,LOC100651906,0,2,0,0,4,0,2
LOC100652333,LOC100652333,32,29,98,36,72,197,12
LOC100642670,LOC100642670,10,10,4,4,10,17,16
LOC100642311,LOC100642311,51,34,42,18,51,78,44
LOC100646089,LOC100646089,0,0,2,0,2,0,2
LOC125386533,LOC125386533,0,0,0,0,0,0,0
LOC100650019,LOC100650019,97,84,118,95,90,81,123
LOC100649906,LOC100649906,0,2,11,1,2,63,6
LOC100642431,LOC100642431,19,32,25,25,19,62,25
LOC100652100,LOC100652100,92,80,71,57,105,56,92
LOC100646212,LOC100646212,80,73,162,161,81,152,76
LOC100642549,LOC100642549,42,46,32,19,37,54,64
LOC125386537,LOC125386537,0,0,0,0,0,0,0
LOC100645900,LOC100645900,123,93,2,6,100,5,11
LOC110120196,LOC110120196,0,0,0,0,0,0,0
LOC125386535,LOC125386535,0,0,0,0,2,0,0
LOC125386536,LOC125386536,0,0,0,0,0,0,0
LOC100645785,LOC100645785,27,27,99,57,34,494,33
LOC100645429,LOC100645429,29,39,92,136,24,79,249
LOC100645665,LOC100645665,123,194,12,19,160,14,16
LOC105666939,LOC105666939,0,0,0,0,0,333,0
LOC100645548,LOC100645548,46,26,24,46,35,355,25
LOC100645307,LOC100645307,33,19,2,0,4,8,2
LOC125386576,LOC125386576,1,4,0,0,1,0,7
LOC100651784,LOC100651784,82,109,25,32,70,62,261
LOC105666938,LOC105666938,55,73,12,23,75,69,212
LOC100645109,LOC100645109,52,64,32,88,48,20,65
LOC100644990,LOC100644990,12,26,6,0,34,2,16
LOC100644870,LOC100644870,60,117,25,34,83,97,125
LOC100644588,LOC100644588,0,6,0,0,0,0,0
LOC125386547,LOC125386547,0,0,0,0,0,0,0
LOC100644353,LOC100644353,61,106,176,83,94,204,120
LOC100644470,LOC100644470,88,14,1181,997,23,845,2
LOC100644235,LOC100644235,4,5,10,6,12,43,4
LOC100643996,LOC100643996,85,180,666,454,182,748,196
LOC100644114,LOC100644114,59,53,22,31,67,127,27
LOC125386548,LOC125386548,0,0,1,0,0,2,2
LOC125386544,LOC125386544,0,0,0,4,0,0,0
LOC125386543,LOC125386543,0,0,0,0,0,0,0
LOC100643791,LOC100643791,1,6,2,2,4,2,6
LOC100643307,LOC100643307,1235,1623,1354,1358,1073,2757,1440
LOC100643431,LOC100643431,31,23,12,17,22,44,28
LOC125386546,LOC125386546,75,72,52,19,119,99,109
LOC100643553,LOC100643553,87,155,86,53,170,193,243
LOC100642714,LOC100642714,124,128,89,58,85,102,106
LOC110120194,LOC110120194,5,1,0,2,1,1,0
LOC100651665,LOC100651665,48,31,2,8,26,3,2
LOC125386545,LOC125386545,0,0,0,0,0,0,0
LOC125386542,LOC125386542,0,4,0,0,4,5,4
LOC105666935,LOC105666935,17,4,0,0,2,3,0
LOC100651185,LOC100651185,116,90,41,39,78,124,2
LOC110120207,LOC110120207,1,6,1,3,1,0,0
LOC100650947,LOC100650947,145,113,223,210,197,266,1259
LOC105666934,LOC105666934,6,0,2,2,4,2,0
LOC100646328,LOC100646328,270,308,138,219,308,422,332
LOC100644911,LOC100644911,8,4,34,49,5,42,1
LOC100642273,LOC100642273,45,43,32,22,32,183,62
LOC100643351,LOC100643351,40,57,69,53,42,54,60
LOC100651063,LOC100651063,102,103,57,64,77,140,120
LOC100649909,LOC100649909,128,163,115,83,160,194,226
LOC100648540,LOC100648540,77,42,21,12,59,65,30
LOC105666933,LOC105666933,0,0,0,0,0,0,1
LOC100647050,LOC100647050,52,29,15,15,44,30,19
LOC100645663,LOC100645663,74,69,47,32,66,93,52
LOC100644469,LOC100644469,63,62,32,22,74,91,59
LOC105666932,LOC105666932,2,0,0,0,0,0,0
LOC100643105,LOC100643105,43,50,23,34,31,30,56
LOC100651429,LOC100651429,292,386,1517,712,413,1151,403
LOC125386564,LOC125386564,0,2,2,0,0,0,0
LOC125386565,LOC125386565,0,0,0,0,0,0,0
LOC100647794,LOC100647794,43,48,10,31,33,38,55
LOC100651703,LOC100651703,85,95,43,64,87,120,116
LOC100647679,LOC100647679,36,24,38,27,12,77,15
LOC100650133,LOC100650133,104,102,88,61,141,107,134
LOC100648917,LOC100648917,116,113,92,120,89,51,144
LOC100651389,LOC100651389,69,95,28,8,73,88,107
LOC100647678,LOC100647678,78,71,30,34,98,60,82
LOC100651347,LOC100651347,98,112,48,52,88,89,63
LOC100642588,LOC100642588,29,8,2,0,11,2,0
LOC125386569,LOC125386569,0,0,0,0,0,0,0
LOC100644865,LOC100644865,50,44,41,22,50,48,151
LOC100642542,LOC100642542,12,22,40,48,25,65,24
LOC100650017,LOC100650017,51,75,136,125,82,181,238
LOC100646203,LOC100646203,110,98,127,121,120,336,209
LOC100648840,LOC100648840,4,3,15,0,16,68,6
LOC100643668,LOC100643668,10,4,8,0,18,64,13
LOC125386570,LOC125386570,0,0,0,0,4,0,0
LOC100646969,LOC100646969,51,81,18,20,36,100,97
LOC100645851,LOC100645851,127,142,106,74,116,198,136
LOC100648117,LOC100648117,212,276,177,188,227,370,242
LOC100649192,LOC100649192,135,108,35,53,110,126,83
LOC100643787,LOC100643787,48,43,51,70,116,26,73
LOC125386571,LOC125386571,0,0,0,0,0,4,2
LOC100651585,LOC100651585,18,20,2,4,44,16,14
LOC100642980,LOC100642980,385,747,443,654,630,104,28
LOC100644153,LOC100644153,169,344,58,44,371,176,107
LOC125386574,LOC125386574,2,8,0,0,4,8,1
LOC100646162,LOC100646162,34,48,47,12,22,55,10
LOC100647002,LOC100647002,199,151,72,74,176,61,96
LOC100647123,LOC100647123,199,190,36,97,214,202,103
LOC100647242,LOC100647242,114,112,16,12,80,61,62
LOC100647360,LOC100647360,201,131,16,42,122,341,10
LOC125386573,LOC125386573,0,3,9,12,2,0,0
LOC125386572,LOC125386572,0,0,0,1,0,0,0
LOC100647481,LOC100647481,360,382,6,2,247,59,5
LOC110119987,LOC110119987,0,2,1,4,3,17,12
LOC100647916,LOC100647916,0,0,2,0,2,0,0
LOC100648036,LOC100648036,2,0,288,0,0,62,4
LOC125386590,LOC125386590,0,0,0,0,0,8,0
LOC110120007,LOC110120007,0,0,0,0,0,2,11
LOC100643914,LOC100643914,346,341,260,210,291,506,504
LOC100644040,LOC100644040,6,5,3,0,1,4,4
LOC125386591,LOC125386591,0,2,0,0,0,0,0
LOC100648149,LOC100648149,265,308,112,88,328,229,271
LOC125386589,LOC125386589,3,5,0,0,0,1,0
LOC100648263,LOC100648263,52,76,40,31,75,102,63
LOC100648464,LOC100648464,102,75,90,83,102,137,86
LOC110119990,LOC110119990,16,16,1,0,26,4,2
LOC105666637,LOC105666637,2,2,0,4,1,1,0
LOC100648579,LOC100648579,447,746,60,16,742,82,41
LOC100648694,LOC100648694,35,39,15,0,25,29,0
LOC100648804,LOC100648804,138,153,56,115,139,127,107
LOC100649037,LOC100649037,36,29,17,4,18,44,20
LOC100649155,LOC100649155,27,32,14,21,23,34,21
LOC105666617,LOC105666617,0,0,0,2,0,2,2
LOC110119995,LOC110119995,2,0,0,0,0,0,4
LOC100649397,LOC100649397,310,363,148,77,344,540,165
LOC105666618,LOC105666618,6,4,0,4,4,7,10
LOC100644273,LOC100644273,86,105,58,44,97,144,111
LOC105666620,LOC105666620,19,14,10,5,14,34,30
LOC100649600,LOC100649600,140,152,110,63,151,132,62
LOC100644383,LOC100644383,363,404,234,186,291,216,248
LOC105666621,LOC105666621,239,280,258,209,279,150,128
TRNAD-GUC_5,TRNAD-GUC_5,0,0,0,0,0,0,0
TRNAD-GUC_6,TRNAD-GUC_6,0,0,0,0,0,0,0
TRNAG-GCC_4,TRNAG-GCC_4,0,0,0,0,0,0,0
LOC110119998,LOC110119998,0,5,0,0,0,0,0
TRNAG-GCC_5,TRNAG-GCC_5,0,0,0,0,0,0,0
LOC100649714,LOC100649714,44,68,0,7,57,30,94
LOC100649277,LOC100649277,636,1120,1019,938,710,1258,860
LOC100650098,LOC100650098,177,228,214,183,183,307,129
LOC100649976,LOC100649976,94,97,38,35,91,108,89
LOC100650223,LOC100650223,63,76,124,64,51,111,41
LOC100650421,LOC100650421,302,359,223,192,277,411,254
LOC100650544,LOC100650544,115,80,70,45,72,66,113
LOC100650667,LOC100650667,89,97,75,51,76,86,71
LOC100650793,LOC100650793,64,40,20,26,43,51,56
LOC100650907,LOC100650907,76,41,20,21,44,61,58
LOC125386541,LOC125386541,0,0,0,3,0,0,0
LOC100651024,LOC100651024,773,781,299,176,907,411,869
LOC100651225,LOC100651225,156,164,244,123,210,252,110
LOC100651738,LOC100651738,73,92,35,39,74,72,163
LOC100651622,LOC100651622,83,97,102,77,98,140,84
LOC100651858,LOC100651858,157,171,146,154,165,425,197
LOC100651974,LOC100651974,38,42,22,23,56,53,77
LOC100644504,LOC100644504,26,17,30,20,24,12,30
LOC100652261,LOC100652261,36,41,44,33,42,30,28
LOC100642228,LOC100642228,46,20,14,6,25,27,26
LOC100642470,LOC100642470,147,185,164,177,148,202,93
LOC100642822,LOC100642822,34,48,33,21,53,22,17
LOC100642708,LOC100642708,76,91,57,28,109,112,75
LOC100642350,LOC100642350,0,0,78,0,0,615,0
LOC100642943,LOC100642943,18,25,44,18,24,28,28
LOC125386484,LOC125386484,0,0,0,0,0,0,0
LOC100643062,LOC100643062,53,95,2,4,93,104,11
LOC100643305,LOC100643305,23,53,32,30,44,48,32
LOC100643546,LOC100643546,59,111,30,30,109,82,61
LOC100644742,LOC100644742,0,4,86,66,10,51,10
LOC125386527,LOC125386527,0,1,2,0,0,2,0
LOC100643427,LOC100643427,76,73,41,26,43,117,44
LOC100644152,LOC100644152,6,4,16,6,10,14,11
LOC100643912,LOC100643912,30,28,21,9,22,95,12
LOC100644272,LOC100644272,3,0,2,4,5,4,2
LOC100643786,LOC100643786,36,50,41,50,23,71,33
LOC110119181,LOC110119181,28,60,18,62,86,39,282
LOC100644503,LOC100644503,82,98,836,306,64,67,682
LOC100644382,LOC100644382,27659,12377,12,2,15464,33,25
LOC125386528,LOC125386528,2,0,0,0,2,0,2
LOC100644740,LOC100644740,257,201,326,255,204,965,193
LOC100644622,LOC100644622,54,57,52,32,49,77,39
LOC100644983,LOC100644983,15,12,6,0,13,7,5
LOC100645102,LOC100645102,245,260,92,135,231,231,200
LOC125386531,LOC125386531,1,0,0,0,0,0,2
LOC100645222,LOC100645222,150,136,178,424,127,625,796
LOC125386529,LOC125386529,0,0,0,0,0,0,1
LOC100644984,LOC100644984,24,18,20,5,9,61,26
LOC125386530,LOC125386530,0,0,0,0,8,0,0
LOC125386595,LOC125386595,11,17,0,0,5,0,2
LOC100646079,LOC100646079,50,25,7,3,21,12,17
LOC100645658,LOC100645658,632,840,1405,982,972,2305,802
LOC125386596,LOC125386596,1,0,0,0,0,0,0
LOC100645542,LOC100645542,43,24,27,34,30,48,34
LOC100645351,LOC100645351,148,152,298,190,145,462,103
LOC100645964,LOC100645964,88,78,7,2,59,14,4
LOC100646442,LOC100646442,186,244,6,2,234,2,2
LOC100646565,LOC100646565,131,128,38,32,174,47,52
LOC100647122,LOC100647122,57,46,32,38,38,48,87
LOC100646686,LOC100646686,137,141,83,101,128,214,173
LOC100647480,LOC100647480,28,29,15,17,33,50,36
LOC100647359,LOC100647359,32,32,32,28,43,76,70
LOC100647001,LOC100647001,12,14,5,30,9,19,32
LOC100647241,LOC100647241,1,2,2,0,2,76,1754
LOC100644084,LOC100644084,2,8,6,2,2,30,18
LOC100644791,LOC100644791,68,60,32,36,77,115,99
LOC100648468,LOC100648468,26,33,58,29,18,43,18
LOC100646806,LOC100646806,160,166,366,234,141,196,124
LOC105666623,LOC105666623,0,0,2,0,0,0,0
LOC100647877,LOC100647877,320,473,230,188,377,310,769
LOC100648186,LOC100648186,26,17,77,30,29,84,48
LOC100645103,LOC100645103,25,22,20,10,38,46,40
LOC105666638,LOC105666638,0,1,0,1,2,1,4
LOC100647998,LOC100647998,206,302,360,207,254,268,259
LOC100648377,LOC100648377,64,71,40,59,82,36,75
LOC100648490,LOC100648490,1802,1246,28,14,1260,0,7
LOC110120001,LOC110120001,3,29,0,2,28,4,0
LOC100648610,LOC100648610,138,112,10,6,61,18,11
LOC125386598,LOC125386598,0,0,0,0,1,0,0
LOC125386597,LOC125386597,14,4,22,26,4,0,22
LOC100649036,LOC100649036,0,1,0,0,1,0,0
LOC125386557,LOC125386557,0,0,0,0,0,0,0
LOC100649154,LOC100649154,6,12,22,6,6,32,16
LOC100649276,LOC100649276,205,116,82,59,153,226,227
LOC100645352,LOC100645352,2,0,0,0,1,6,0
LOC105666625,LOC105666625,0,1,19,2,7,0,0
LOC100649395,LOC100649395,24,27,118,51,39,4,7
LOC125386532,LOC125386532,0,0,6,0,0,2,0
LOC100649601,LOC100649601,89,35,18,1,14,20,0
LOC100649787,LOC100649787,131,99,22,14,47,696,0
LOC105666626,LOC105666626,2,2,37,39,8,42,0
LOC100650504,LOC100650504,93,83,62,66,89,82,90
LOC105666627,LOC105666627,14,20,41,22,22,24,1
LOC100650863,LOC100650863,1,9,77352,55860,4,34,8
LOC100650380,LOC100650380,0,13,35563,6176,8,4417,2
LOC100650745,LOC100650745,2,7883,1450,800,7083,786,8
LOC100649903,LOC100649903,45,66,20,12,41,213,80
LOC100650622,LOC100650622,74,90,30,30,98,89,70
LOC100651104,LOC100651104,6,18,21,2,25,24,13
LOC100650983,LOC100650983,49,34,16,19,38,24,24
LOC100650259,LOC100650259,75,39,22,34,42,38,68
LOC100651900,LOC100651900,88,77,80,41,106,120,132
LOC100652020,LOC100652020,377,377,1018,743,466,2273,631
LOC105666628,LOC105666628,0,0,4,2,0,2,0
LOC100652262,LOC100652262,755,672,1300,943,543,964,2032
LOC105666629,LOC105666629,4,1,0,0,1,5,2
LOC100645471,LOC100645471,50,30,15,15,24,77,37
LOC100652142,LOC100652142,90,86,42,69,94,94,69
LOC105666631,LOC105666631,105,125,258,163,127,176,213
LOC105666630,LOC105666630,63,47,44,45,38,82,68
LOC100642781,LOC100642781,1635,2208,2247,1938,2242,4009,2199
LOC100643384,LOC100643384,103,171,183,133,220,233,239
LOC100645579,LOC100645579,8,26,18,9,4,38,46
LOC100642229,LOC100642229,53,121,93,109,71,85,60
LOC100643261,LOC100643261,28,41,54,35,62,92,59
LOC100642664,LOC100642664,557,540,456,540,574,1647,2611
LOC100642424,LOC100642424,25,41,35,22,38,41,31
LOC100643139,LOC100643139,37,24,37,36,44,37,30
LOC100642904,LOC100642904,20,55,42,30,20,40,50
LOC100643018,LOC100643018,38,37,62,48,52,42,52
LOC100644079,LOC100644079,25,20,10,6,14,38,40
LOC100644193,LOC100644193,40,50,34,52,28,55,49
LOC100644419,LOC100644419,45,45,72,54,60,61,73
LOC100645696,LOC100645696,118,120,47,36,129,54,124
LOC100644311,LOC100644311,93,73,46,47,92,48,45
LOC100645814,LOC100645814,55,120,8,1,57,131,2
LOC125386583,LOC125386583,0,0,0,0,0,0,0
LOC100644623,LOC100644623,67,64,31,27,68,42,65
LOC125386489,LOC125386489,2,0,0,0,0,0,0
LOC100644741,LOC100644741,66,35,45,57,34,66,30
LOC100644947,LOC100644947,42,40,40,30,41,78,79
LOC125386482,LOC125386482,2,2,0,0,2,1,1
LOC100645144,LOC100645144,31,23,35,38,17,46,31
LOC100645267,LOC100645267,9,12,24,25,8,4,4
LOC125386483,LOC125386483,0,0,0,0,0,0,0
LOC125386509,LOC125386509,2,1,0,0,0,0,0
LOC125386510,LOC125386510,0,1,0,0,0,0,0
LOC100645391,LOC100645391,31,26,26,14,19,140,8
LOC100645506,LOC100645506,6,0,0,0,4,2,4
LOC110119975,LOC110119975,2,0,2,0,4,19,0
LOC100645611,LOC100645611,28,55,48,6,25,82,47
LOC100645731,LOC100645731,0,2,7,9,2,6,10
LOC100645965,LOC100645965,41,49,34,22,53,58,54
LOC110119993,LOC110119993,0,0,2,1,2,2,0
LOC100646080,LOC100646080,6,2,4,128,4,68,287
LOC100645930,LOC100645930,81,56,22,166,38,13,432
LOC100646274,LOC100646274,69,62,41,34,72,32,70
LOC100646392,LOC100646392,21,33,18,27,54,16,32
LOC100646519,LOC100646519,9,8,32,26,10,17,35
LOC100646637,LOC100646637,102,118,573,473,47,313,214
LOC105666634,LOC105666634,12,10,22,17,9,12,4
LOC100647085,LOC100647085,9,25,18,11,27,51,29
LOC100646848,LOC100646848,25,20,27,10,20,37,44
LOC110119996,LOC110119996,2,0,0,0,0,2,19
LOC100647203,LOC100647203,1,0,0,2,0,2745,0
LOC100647321,LOC100647321,173,90,71,41,103,140,431
LOC100647442,LOC100647442,12,20,65,32,8,77,57
LOC100647558,LOC100647558,42,38,75,55,35,113,52
LOC100646275,LOC100646275,0,2,6,0,8,2,2
LOC100647755,LOC100647755,265,215,129,127,185,205,310
LOC100648301,LOC100648301,18,24,16,10,8,9,2
LOC100647999,LOC100647999,17,43,66,32,30,71,31
LOC100647878,LOC100647878,58,54,45,29,50,47,56
LOC100648491,LOC100648491,221,283,174,184,191,327,250
LOC100648611,LOC100648611,59,69,101,46,59,129,62
LOC100648726,LOC100648726,116,105,135,80,71,119,121
LOC100648841,LOC100648841,377,504,177,352,344,493,397
LOC125386578,LOC125386578,0,2,0,0,0,0,0
LOC100649072,LOC100649072,69,94,28,21,63,53,80
LOC100648957,LOC100648957,67,120,136,209,109,434,359
LOC125386579,LOC125386579,0,2,2,0,0,0,0
LOC100645549,LOC100645549,1,5,5,0,7,64,34
LOC100646520,LOC100646520,4,1,2,6,0,2,0
LOC110119983,LOC110119983,0,0,0,0,0,0,0
LOC100649396,LOC100649396,177,147,80,64,139,102,173
LOC100649715,LOC100649715,15,17,508,8,2,1582,0
LOC100649829,LOC100649829,12,3,441,6,8,813,4
LOC100649948,LOC100649948,275,341,41,25,215,214,318
LOC125386506,LOC125386506,2,0,0,0,2,2,0
LOC100650059,LOC100650059,2,0,0,0,6,212,2
LOC110120006,LOC110120006,2,2,0,0,0,22,0
LOC100650179,LOC100650179,28,30,45,36,41,115,39
LOC100650304,LOC100650304,2,0,6,8,3,0,0
LOC100650422,LOC100650422,16,34,25,59,32,46,18
LOC105666635,LOC105666635,5,2,100,138,2,6,0
LOC100650545,LOC100650545,48,68,39,36,36,124,62
LOC100650794,LOC100650794,394,494,1372,903,431,1355,1210
LOC100650668,LOC100650668,488,658,539,470,585,499,674
LOC125386507,LOC125386507,2,3,0,0,0,2,5
LOC100651105,LOC100651105,0,1,0,0,2,0,0
LOC100646758,LOC100646758,0,9,16,0,6,16,6
LOC100651938,LOC100651938,35,31,1,16,22,28,42
LOC100651226,LOC100651226,55,53,44,47,53,50,69
LOC100651466,LOC100651466,73,74,111,88,120,108,106
LOC100652060,LOC100652060,85,62,77,43,75,57,73
LOC100651348,LOC100651348,10,10,13,7,12,26,85
LOC100651820,LOC100651820,82,98,45,29,112,65,105
LOC100642425,LOC100642425,118,96,80,93,105,95,99
LOC100642306,LOC100642306,29,88,0,17,55,9,0
LOC100652329,LOC100652329,41,76,7,12,40,45,41
LOC100643222,LOC100643222,50,53,81,42,53,112,84
LOC100642665,LOC100642665,161,223,103,155,188,121,160
LOC100643101,LOC100643101,58,47,22,41,33,49,37
LOC100643346,LOC100643346,21,16,13,22,14,35,23
LOC100646882,LOC100646882,1,2,0,0,5,3,1
LOC100642782,LOC100642782,83,49,24,15,57,21,12
LOC100643547,LOC100643547,19,50,0,0,31,29,8
LOC125386553,LOC125386553,1,6,0,0,4,12,0
LOC125386552,LOC125386552,0,0,0,0,0,0,0
LOC100643669,LOC100643669,158,14,53,0,28,177,0
LOC125386607,LOC125386607,0,0,0,0,0,0,0
LOC105666898,LOC105666898,0,4,0,0,0,0,0
LOC125386490,LOC125386490,0,0,0,0,0,0,0
LOC105666904,LOC105666904,0,0,0,0,0,0,0
LOC105666905,LOC105666905,0,0,0,0,0,0,0
LOC125386487,LOC125386487,0,0,0,0,0,0,0
LOC105666900,LOC105666900,0,0,0,0,0,0,0
LOC105666751,LOC105666751,0,0,0,0,0,0,0
LOC105666750,LOC105666750,0,0,0,0,0,0,0
LOC125386526,LOC125386526,0,0,0,0,0,0,0
LOC125386559,LOC125386559,1,5,4,0,2,2,0
LOC100647760,LOC100647760,42,18,11,5,8,11,17
LOC100643186,LOC100643186,7,9,2,2,7,6,3
LOC125386592,LOC125386592,19,15,0,8,13,17,17
LOC125386593,LOC125386593,0,0,0,0,0,0,0
LOC105666725,LOC105666725,0,0,0,0,0,0,0
LOC105666724,LOC105666724,0,0,0,0,0,0,0
LOC125386560,LOC125386560,0,0,0,0,0,0,0
LOC125386508,LOC125386508,0,0,0,2,0,0,0
LOC125386594,LOC125386594,0,0,0,0,0,0,0
LOC125386561,LOC125386561,0,0,0,0,0,0,0
LOC105666727,LOC105666727,0,0,0,0,0,0,0
LOC125386488,LOC125386488,0,0,0,0,0,0,0
LOC125386610,LOC125386610,0,0,0,0,0,0,0
LOC125386611,LOC125386611,0,0,0,0,0,0,0
LOC125386603,LOC125386603,0,0,0,0,0,0,0
LOC125386605,LOC125386605,4,0,0,1,0,0,0
LOC105667163,LOC105667163,0,0,0,4,0,0,1
LOC125386604,LOC125386604,0,0,1,0,0,0,0
LOC125386485,LOC125386485,0,0,2,8,0,0,0
LOC125386486,LOC125386486,0,0,0,0,0,0,0
LOC110120151,LOC110120151,0,0,0,0,0,0,0
LOC125386606,LOC125386606,0,0,0,0,0,0,0
LOC100649907,LOC100649907,111,473,5295,7283,723,71,0
LOC100648002,LOC100648002,107,33,24,0,36,14,0
LOC125386562,LOC125386562,0,0,0,0,0,0,0
LOC110120136,LOC110120136,61,89,14,16,44,50,26
LOC125386505,LOC125386505,0,0,0,2,0,0,0
LOC105667038,LOC105667038,2,0,0,0,0,0,0
LOC125386819,LOC125386819,0,0,0,0,0,0,0
LOC105666969,LOC105666969,9,0,0,0,0,2,0
LOC105666968,LOC105666968,0,0,0,0,0,1,0
LOC110120225,LOC110120225,0,2,3,0,0,44,0
LOC100648349,LOC100648349,2,0,1,0,0,0,0
LOC105666972,LOC105666972,0,0,0,0,0,4,0
LOC105666970,LOC105666970,0,0,0,0,0,0,0
LOC125386612,LOC125386612,0,0,1,0,0,0,0
LOC125386630,LOC125386630,0,0,0,0,0,0,0
LOC125386628,LOC125386628,0,0,0,0,2,2,0
LOC125386757,LOC125386757,0,0,0,0,0,0,0
LOC100651713,LOC100651713,0,0,0,18,2,159,5670
LOC100651596,LOC100651596,0,0,0,0,0,0,102
LOC100651438,LOC100651438,2,10,109,47,0,60,52
LOC100651948,LOC100651948,0,0,30,8,0,8,209
LOC100651120,LOC100651120,20,31,867,1126,24,388,19
LOC110120358,LOC110120358,0,2,3,2,0,4,1
LOC100650996,LOC100650996,1,2,0,0,3,4,1
LOC125386742,LOC125386742,6,24,0,0,8,0,0
LOC125386843,LOC125386843,0,0,0,0,0,0,0
LOC125386745,LOC125386745,0,0,0,0,0,0,0
LOC125386743,LOC125386743,0,10,0,0,0,0,0
LOC125386744,LOC125386744,0,2,4,0,0,0,1
LOC100650596,LOC100650596,59,38,57,42,54,82,44
LOC100650720,LOC100650720,462,850,1184,1477,763,655,490
LOC125386746,LOC125386746,2,2,0,0,2,1,2
LOC125386747,LOC125386747,0,6,4,1,0,0,0
LOC125386629,LOC125386629,0,0,0,0,0,0,0
LOC110120155,LOC110120155,0,0,0,0,0,2,3
LOC125386827,LOC125386827,0,0,0,0,0,0,0
LOC125386755,LOC125386755,0,0,0,0,0,0,0
LOC125386756,LOC125386756,0,0,0,0,0,0,0
LOC125386758,LOC125386758,0,0,0,0,0,0,0
LOC110120273,LOC110120273,0,0,0,0,0,0,0
LOC105667042,LOC105667042,5,1,0,0,0,8,0
LOC125386759,LOC125386759,0,0,0,0,0,0,0
LOC125386619,LOC125386619,0,0,0,0,0,0,0
LOC125386618,LOC125386618,0,0,0,0,0,0,0
LOC125386802,LOC125386802,0,0,0,0,0,0,0
LOC125386686,LOC125386686,0,0,0,0,0,0,0
LOC125386760,LOC125386760,0,0,0,0,0,0,0
LOC125386733,LOC125386733,0,0,0,0,0,0,0
LOC125386845,LOC125386845,0,0,0,0,0,0,0
LOC125386732,LOC125386732,0,0,0,0,0,0,0
LOC125386734,LOC125386734,0,0,0,0,0,0,0
LOC125386735,LOC125386735,0,0,0,0,0,0,0
LOC125386738,LOC125386738,4,2,0,0,2,2,0
LOC125386761,LOC125386761,1,1,0,0,0,0,0
LOC125384634,LOC125384634,0,1,0,0,0,2,0
LOC125386762,LOC125386762,0,0,0,0,0,0,0
LOC125386847,LOC125386847,0,0,0,0,0,0,0
LOC125386739,LOC125386739,3,1,0,0,0,0,0
LOC125386740,LOC125386740,0,0,0,0,0,0,0
LOC125386741,LOC125386741,0,0,0,0,0,0,0
LOC125386763,LOC125386763,0,0,0,2,0,0,0
LOC125386764,LOC125386764,0,0,0,2,0,0,0
LOC125386766,LOC125386766,0,0,0,0,0,0,0
LOC125386622,LOC125386622,0,0,0,0,0,0,0
LOC125386620,LOC125386620,0,0,0,0,0,0,0
LOC125386621,LOC125386621,0,0,0,0,0,0,0
LOC125386623,LOC125386623,0,0,0,0,0,0,0
LOC125386768,LOC125386768,0,0,0,0,0,0,2
LOC125386841,LOC125386841,0,0,0,0,0,0,0
LOC125386649,LOC125386649,0,0,0,0,0,0,0
LOC125386613,LOC125386613,0,0,0,0,1,0,0
LOC125386614,LOC125386614,0,0,0,0,0,0,0
LOC125386615,LOC125386615,0,0,0,0,0,0,0
LOC125386639,LOC125386639,6,7,8,0,6,6,0
LOC125386627,LOC125386627,0,0,0,0,0,0,0
LOC125386624,LOC125386624,0,0,0,0,0,0,0
LOC125386625,LOC125386625,0,0,0,0,0,0,0
LOC125386626,LOC125386626,0,0,0,0,0,0,0
LOC125386660,LOC125386660,0,0,0,0,0,0,0
LOC105666984,LOC105666984,4,0,0,0,0,0,0
LOC125386702,LOC125386702,1,0,0,0,1,0,0
LOC125386842,LOC125386842,0,0,0,0,0,0,0
LOC125386706,LOC125386706,0,0,0,0,0,0,0
LOC125386713,LOC125386713,0,2,0,0,0,0,0
LOC125386721,LOC125386721,0,0,0,0,0,0,0
LOC125386705,LOC125386705,1,7,1,1,4,7,0
LOC125386720,LOC125386720,0,0,0,0,0,0,0
LOC125386712,LOC125386712,0,0,0,0,0,0,0
LOC125386715,LOC125386715,0,0,0,0,0,0,0
LOC125386719,LOC125386719,0,0,0,0,0,0,0
LOC125386704,LOC125386704,0,0,0,0,0,0,0
LOC105666983,LOC105666983,0,2,0,0,0,4,0
LOC125386717,LOC125386717,0,0,0,0,0,0,0
LOC125386711,LOC125386711,0,0,0,0,1,1,0
LOC125386770,LOC125386770,0,0,0,0,0,0,0
LOC105667085,LOC105667085,0,0,0,0,0,0,0
LOC125386703,LOC125386703,0,2,0,0,0,0,0
LOC125386722,LOC125386722,0,0,0,1,0,0,0
LOC125386714,LOC125386714,0,0,0,0,0,0,0
LOC125386716,LOC125386716,0,0,0,0,0,0,0
LOC125386718,LOC125386718,0,0,0,0,0,0,0
LOC100645275,LOC100645275,4,4,6,4,4,19,2
LOC125386616,LOC125386616,0,0,0,0,0,0,0
LOC125386645,LOC125386645,0,0,0,0,0,0,0
LOC125386646,LOC125386646,0,0,0,0,0,0,0
